;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307
1;0.065493485;-0.083743678;-0.047981538;0.045713127;-0.095190778;0.018766473;-0.088482714;0.001390521;0.00397668;-0.027550263;0.003458825;0.082588811;0.030084053;-0.012736476;0.065520441;-0.086446066;-0.052065511;0.057084625;0.054695405;-0.010024547;-0.06743692;-0.022138271;-0.018173306;-0.03776873;-0.022046312;-0.070979776;0.018763467;-0.051191963;0.008184999;0.02091446;-0.001947015;0.053782333;0.086755526;-0.057509808;0.024086166;0.029871672;0.086276908;0.080154063;0.036213797;0.017821905;-0.045086226;-0.030008316;0.094078824;-0.084060684;0.065864709;-0.102115046;-0.016125643;0.006102202;0.00264748;0.00238264;-0.012945728;-0.018415646;-0.069274512;-0.030678268;-0.10212673;0.079667894;-0.077357113;-0.076740388;0.088338138;0.089655397;0.037696801;-0.080158728;-0.044161825;0.019367389;0.091520573;-0.010199863;0.054374572;-0.132484871;-0.062942838;-0.024037126;-0.054759569;0.076814423;-0.019314177;0.060136103;-0.043190506;0.006538302;0.005179797;-6.70E-05;-0.082469019;0.055561657;0.06581544;-0.01647363;-0.034594607;0.017010466;0.050468251;0.008750659;-0.022564224;-0.109871307;0.038265216;-0.07204896;-0.036187648;-0.076246467;-0.02252659;0.046154036;-0.057378523;0.066955483;-0.006684347;-0.007892711;-0.027964611;-0.010600688;0.007315244;-0.003950777;-0.071931691;-0.004190467;0.034499684;-0.010997826;0.034384527;-0.025168354;-0.044080394;0.114371204;-0.027866342;-0.061727834;-0.017953546;0.021238015;0.042786151;-0.044261893;-0.087078754;0.007512284;-0.002530278;-0.090175343;-0.02653965;-0.050511198;-0.008331922;-0.039845169;0.073384716;-0.070738119;-0.008555905;0.079333899;0.041073953;0.002502997;-0.009339323;-0.034568133;-0.06037082;-0.056138042;-0.02195077;0.006468869;0.036041424;0.006184208;0.010093885;0.018129639;-0.001428889;-0.147503551;0.137049406;-0.071578006;-0.028840365;-0.008434939;0.020701313;0.008423436;-0.013928722;0.053689575;0.013747946;-0.03487378;0.056415793;-0.147224562;-0.063842641;-0.032565324;-0.024254463;0.048226535;-0.005915469;9.20E-05;-0.038105466;-0.033678612;-0.035359631;0.061852075;-0.108607498;-0.050220179;-0.060362697;0.121109585;-0.015457045;-0.092129774;-0.025564652;0.028689658;-0.100351647;0.000786491;0.101772487;-0.033326512;-0.025904004;0.002311931;0.055618294;0.108214988;0.060936032;0.018074537;-0.091394141;0.097785714;0.08245343;0.101978296;-0.013783874;-0.013437296;0.053467506;-0.030089151;-0.011796823;-0.01804801;-0.020336454;0.022190269;0.063471883;0.11829995;0.007281772;0.018968603;0.002967901;-0.079851436;0.004066621;0.008252579;-0.003602537;0.015988875;0.047774918;0.027656527;-0.044738585;-0.138993507;-0.050961024;0.044268305;0.06267199;-0.009872818;-0.061074035;-0.01100808;-0.041035529;-0.003696688;-0.009524438;-0.02818155;0.020044444;-0.071819364;0.049560771;-0.02536596;0.046036772;-0.05576859;-0.023176738;-0.038697066;-0.002687842;-0.038677771;-0.021874562;-0.086735199;-0.013000115;-0.003340578;-0.030057268;-0.034960103;0.003191249;0.057223016;-0.020015287;0.041181724;-0.021444017;0.053544322;0.019045895;-0.052552198;0.028435008;-0.199393141;-0.019134274;-0.034997726;-0.025465098;-0.018426739;0.060394671;0.062275071;0.041385996;0.086965699;0.014011166;-0.009269059;0.04792675;-0.026823626;0.114469569;-0.116692868;-0.034151456;0.003427595;-0.063665891;-0.073882706;0.066687509;-0.043437731;0.047471921;-0.022793162;0.082404115;0.002465971;0.067974344;0.077189096;-0.020038709;0.01272544;0.062931004;-0.012329586;-0.084066627;-0.061990805;0.062871353;-0.049176306;0.01631216;-0.102474937;0.020009867;-0.045273154;0.022065613;-0.05639132;0.057904156;-0.227188139;0.087466205;-0.061708617;-0.076163402;-0.079555315;0.029615079;-0.042967057;-0.039156627;0.000304926;-0.073055258;-0.008657134;0.019016504;-0.052466266;0.079567831;-0.106064398;0.021959007;-0.002793362;0.067819211;0.011721699;0.004925817;0.123954339;-0.154324132
4;-0.049878524;0.007107098;0.003819743;0.084615354;-0.075055715;0.124495912;-0.033413988;-0.090753935;0.048147963;-0.033839492;-0.095679618;-0.004672416;0.035217183;0.00521962;0.129911174;-0.010049702;0.050410491;-0.042728869;-0.022815609;-0.037649905;-0.032505469;-0.032765425;-0.043898023;-0.094229049;0.108321933;-0.054800867;-0.038795972;-0.030905026;0.044226381;-0.101931739;-0.052246644;-0.072345712;0.132163139;0.018081399;-0.009410119;0.146117607;-0.002439142;-0.042773137;-0.074968187;0.058596028;-0.026698203;-0.054941108;-0.053139345;0.00292776;0.074999073;0.035275111;-0.134008311;-0.02555515;0.078565856;-0.015773165;-0.017473405;-0.005308736;-0.096104106;-0.087489374;-0.112770359;0.025273791;-0.016793776;-0.110088151;-0.088679804;0.013551145;-0.018493624;-0.036288853;0.020980093;0.008288962;-0.02716915;0.061280162;-0.132460967;0.096653197;-0.073927759;-0.018466091;0.058769494;0.065873953;-0.029389318;0.048302637;-0.03760791;-0.00895189;0.092998852;-0.051205297;-0.013552141;-0.108126431;0.046808192;0.014543906;0.091824794;-0.05483809;-0.018541392;-0.223958882;-0.052323441;-0.078120723;0.085257951;-0.001480216;0.124304503;0.034413872;-0.083449213;0.021955212;-0.019561382;0.016120461;-0.007977088;-0.009523028;0.032714128;-0.002110117;-0.089968533;0.080266443;0.016561944;-0.015836311;0.041693113;0.019635872;0.042499625;0.000626722;0.008890797;0.049288487;-0.056419088;-0.061649948;-0.078299508;0.047897893;0.068321139;0.026037118;0.043615785;0.000514189;0.081569133;-0.0184744;-0.021205621;-0.102747397;0.016546579;-0.039861045;0.007338779;-0.103384364;-0.000947544;0.079231233;-0.003917573;-0.030435555;-0.019848817;-0.051402246;-0.096068423;0.036276742;0.005739227;-0.099093566;-0.023440291;-0.024107699;-0.011354794;0.025275728;0.059310624;-0.075702186;0.010180157;-0.129156633;0.002074151;0.013012769;0.039134941;-0.047663561;0.047528812;-0.063157157;0.042542718;0.040684736;0.046173313;-0.062715607;0.105601246;-0.048284567;0.10527348;0.07879863;0.075323401;0.035512423;0.109817234;-0.162157361;-0.063521144;0.042491518;-0.08473911;-0.066205461;0.053184723;0.088478458;0.101449879;0.017792438;0.032540338;-0.073597556;-0.069902636;-0.0300217;-0.052312827;-0.114025403;0.060242985;0.007000142;-0.035870511;-0.043200672;0.010759514;-0.034099975;-0.042130129;0.005821429;0.036531163;0.092645526;-0.108151144;0.029308741;0.024807485;-0.046199017;-0.089800477;0.006621381;0.054827197;0.029692337;0.038356968;0.0382402;-0.042032979;0.013688731;0.002860562;0.031571587;-0.027922365;-0.009187466;-0.039539732;0.004685425;0.096742897;0.022833564;0.003946256;-0.037057781;-0.013300747;0.039097398;0.008162468;-0.041877245;-0.047600254;-0.037293201;-0.105887936;0.01674868;-0.004605532;0.025385842;0.007881824;-0.022228202;0.025513427;0.003365984;0.002763689;0.020521258;-0.01802569;0.075792166;-0.031876595;0.050948231;-0.012281944;-0.06933898;0.055865856;0.06985469;-0.02363534;0.022624497;-0.030073466;0.098249793;0.03353579;-0.009820202;0.072551746;0.022563688;0.046353174;0.005349398;-0.054678874;-0.071383904;-0.023286194;0.04667243;0.011483837;0.009135729;-0.003647086;0.051942032;-0.045743797;-0.011892257;0.044788235;-0.086845313;0.015540051;0.018727518;0.011040593;-0.059860747;0.046618426;0.045704293;-0.039183362;0.0706358;0.01221204;-0.017552436;0.013101189;0.000762271;-0.018079032;-0.037113473;0.015115214;-0.051641884;0.072106236;-0.068172499;-0.018589155;-0.020795678;0.034728936;-0.026856378;-0.039824978;0.062100085;0.037200164;-0.020288036;-0.105047923;-0.007143779;-0.024587536;-0.07783509;-0.087283388;0.015528235;0.069962911;0.092362673;0.085758443;-0.099431165;-0.11573123;-0.013692717;-0.038976803;-0.02989379;-0.095963829;0.025092504;-0.023716287;-0.097584419;-0.023716563;-0.076683678;0.141415182;-0.009198897;-0.007743415;0.00467246;0.07475593;-0.041351166;-0.001188415
7;0.00081831;-0.006615984;0.073668867;-0.025677878;-0.024753079;-0.018647212;-0.142564358;0.047453766;0.003997182;-0.056754506;0.079126671;-0.028435244;0.060990523;-0.038425488;0.043116884;0.001534948;-0.103212602;-0.02956665;0.112854897;-0.020366019;-0.015046494;-0.025735154;0.025584987;0.324342247;-0.076103238;-0.019264247;-0.051619941;0.060685451;0.093458086;0.050786391;0.11881257;0.030888682;0.037423147;-0.066780634;-0.054158386;0.107422954;0.046371176;0.055561015;-0.058527935;-0.045248954;0.002667999;0.016409114;-0.09809421;-0.001000395;-0.105987313;0.020648456;-0.000920103;-0.049288993;-0.094424622;-0.047762973;-0.07501607;0.033870625;-0.012300529;-0.013257278;-0.026906207;0.021320154;-0.012156727;0.223881035;-0.056026849;0.046176868;0.01518411;-0.06544489;0.072754912;-0.024287191;0.00229636;-0.015800623;0.007584341;-0.023099901;0.03574305;-0.057437547;-0.097569212;-0.160845447;-0.059498399;0.036633525;-0.094276523;0.09162629;0.01180232;0.073878833;0.078523797;0.069088812;0.008815721;0.014543906;-0.062174703;0.004905848;-0.08757773;-0.070664207;-0.164484787;0.083985557;0.152288039;0.098256171;-0.22930137;0.080209577;-0.004309115;0.023247574;0.015409727;-0.007132279;-0.000160795;0.071918725;-0.053939877;0.070259605;0.091520164;0.04161346;0.077641193;0.09844752;0.074562851;0.062803816;0.040419311;-0.074558081;-0.031260343;0.02051892;0.031209004;0.072644843;-0.133554363;0.044705704;-0.052131785;0.142872093;0.035780905;0.048860783;-0.025803343;-0.003593073;-0.03175134;-0.0037309;0.026318633;-0.094620434;-0.032473098;-0.029338496;0.117238772;-0.058958003;-0.027911204;-0.018420059;-0.017276563;-0.022546965;0.052302126;-0.042216085;0.091104907;0.06721482;0.087961495;-0.081228689;-0.068382267;-0.018934287;0.041156321;-0.072488496;0.055743107;-0.098075744;0.018553104;0.023773902;0.027970423;-0.013976741;-0.056651622;-0.059460119;-0.078774903;-0.011311107;0.004627254;0.041383411;0.105671221;0.046206199;-0.068569151;-0.060254075;-0.046534904;0.142062046;0.037565973;-0.065042698;0.083075017;0.120623897;0.020800952;0.041909409;0.062950947;0.043510708;-0.010874094;0.106571229;0.003140602;0.003143148;0.118523487;-0.037483891;-0.075059605;-0.021798099;0.038356777;0.01711197;0.068878713;-0.025788272;0.014879352;-0.041400963;-0.006509097;-0.055857143;0.054211236;0.034305253;-0.05569232;-0.08131642;-0.05207982;0.077794738;0.011180666;0.001751818;-0.044263856;0.018640183;-0.083618582;-0.023958034;0.020512558;0.018781705;0.100860315;-0.068844129;0.016883878;0.017643372;-0.039558626;0.034683043;0.018756856;0.045170216;-0.011769166;-0.130572473;0.018357423;-0.010426782;-0.049883814;0.015083326;0.001535237;0.044748238;-0.066004836;-0.000598905;0.043914091;0.040643719;-0.003305347;-0.010942195;-0.049519053;0.04096088;0.02669448;-0.008052104;0.024075938;-0.005873881;0.024821753;0.035552955;0.008296632;-0.148172479;-0.011340694;-0.010159228;-0.009798404;0.049923248;-0.005351626;0.046823867;0.010284553;0.053340411;-0.00411862;0.00845209;0.002065346;0.007725378;0.014372457;0.13029816;0.018789969;0.057428306;-0.000652675;0.031302165;-0.097666847;0.000115885;-0.041729688;-0.001214306;0.075383958;-0.000569293;0.001016119;0.009541441;-0.128090091;-0.056428377;-0.000290388;0.026429756;0.066215997;-0.006696742;0.012133883;-0.10213153;0.025870871;0.041156403;-0.050128225;-0.007588853;0.045617131;-0.010177079;0.142100563;-0.059332106;-0.028008745;0.043949768;-0.035805929;0.067126397;0.102923941;0.024950448;-0.001134071;0.011475632;-0.14009389;0.042676708;-0.071204519;-0.061772961;0.038614761;0.022361878;0.018045448;-0.106441973;0.081015591;-0.047813286;-0.043080568;-0.114686421;0.062578673;0.005925855;0.035680544;-0.060019863;-0.108786652;-0.024313379;0.050592602;0.063473236;-0.010979504;-0.028180436;-0.051782623;-0.069126206;0.043246498;-0.025195028;-0.067128451
10;0.009547674;-0.0425983;0.116477597;-0.010532507;-0.011350458;-0.056060898;-0.093379155;0.00135459;0.006211384;0.067145292;-0.087868196;-0.057559123;-0.024059106;-0.005075049;0.015125433;-0.014649174;-0.064065567;-0.045349126;0.032136117;-0.103274158;0.066442222;0.016560922;-0.054168801;0.394111841;-0.018888195;-0.01930923;0.009145489;-0.03769359;-0.018073939;-0.008911254;0.021638233;0.057562447;0.022181677;-0.010257085;-0.084054037;0.049236995;0.055234535;-0.001746683;0.044472156;-0.082220934;-0.030437272;-0.012121028;-0.07765673;-0.095863506;0.05681434;-0.038360172;-0.008531703;-0.084798051;0.078605029;-0.088841277;-0.141593509;-0.000966694;0.058150501;-0.017399332;-0.041275107;-0.029174472;0.00656482;0.073906647;0.093030648;0.085987317;0.009549416;-0.084957703;0.079317492;0.002990584;-0.122380269;0.099769406;-0.067145536;0.075747762;-0.145138599;-0.007401396;-0.017026429;-0.033848683;-0.009471718;-0.116845432;0.064511457;-0.141014788;-0.170489701;-0.051099585;-0.030601264;-0.094630955;0.037293556;0.008098704;-0.029185745;-0.025007861;0.010210402;0.082445967;0.029905062;0.002899701;0.024927755;-0.022094072;0.100314756;-0.024064185;-0.095594196;0.013396609;-0.004057654;-0.047797599;-0.049225094;-0.035044903;-0.000201833;0.042741202;-0.003974607;-0.025794716;-0.020776448;0.10044241;-0.034811117;0.017797516;0.014181118;0.092129524;0.044952105;0.074981621;-0.01917461;-0.004987944;-0.015361286;-0.077719835;-0.07760229;-0.088576109;0.033185449;0.014297022;-0.002465269;-0.0234272;-0.044768329;-0.044677166;-0.005802684;-0.060437493;0.096608311;-0.020309855;0.026708614;0.037907929;-0.054706404;-0.039343116;-0.091259482;-0.020218843;0.131825478;0.019549614;-0.079853189;0.009827134;0.030839784;0.043027402;-0.004146451;0.014573691;0.023002018;0.089701522;-0.051577582;-0.040541613;0.122700087;0.066545055;0.031831051;0.038336501;-0.072610756;-0.041246275;0.026707076;-0.001789505;-0.074783974;-0.028039766;-0.078957189;-0.010505791;0.02028164;0.014257542;0.182869218;-0.084134526;-0.011843384;-0.044946352;0.08611403;-0.004547733;-0.019749983;0.019807763;-0.024703924;0.080177891;-0.001624865;0.000932721;-0.03412993;0.14377542;-0.003963656;-0.087480575;0.013177895;0.020353776;-0.047390829;0.0617419;-0.031463848;0.051885474;-0.043653441;-0.059928942;0.051712007;-0.078928571;0.107317057;0.020703682;-0.087196921;0.08475985;0.053556651;0.002018705;-0.071529736;0.071074183;0.007156168;0.000655315;-0.041525672;0.192335402;0.051992706;0.079289974;0.002592217;-0.024243767;0.057020547;-0.062849142;0.009566877;0.008511208;0.091017948;-0.06614767;0.047823057;-0.106879729;0.054811395;0.030102933;-0.030990075;0.047061649;0.037362707;0.046312829;-0.115792804;-0.004457053;-0.008331094;-0.074002273;-0.058570582;-0.01370764;-0.014088704;0.032461164;0.047589802;0.034216943;0.004603191;-0.043620544;0.01453245;0.010057593;-0.038273115;-0.040528786;0.034609463;0.052260888;-0.001059287;-0.02649666;0.023188258;-0.042494846;-0.060613412;0.018693533;0.094087873;0.021590474;0.088884394;-0.008028402;-0.000717922;-0.067639049;-0.008501309;-0.015208777;-0.036199168;-0.009303951;-0.111586902;0.149027535;0.025526327;0.004075004;-0.036118151;0.059888066;0.058811352;-0.10823418;0.018161064;-0.006692021;-0.06824904;0.023096109;-0.030921924;-0.009943647;-0.143437738;0.136599784;0.154482649;0.003980056;-0.018036526;-0.017278047;0.045698578;0.067846717;-0.103429274;0.048504014;0.044033678;0.074347069;-0.035397977;-0.132368773;0.004100379;0.012931448;-0.043503488;-0.08877712;-0.020016072;0.065774652;-0.032326895;0.094915591;0.130610336;-0.01076909;-0.00522047;-0.042022243;0.009340906;-0.055526302;-0.072185818;-0.025645945;0.067299047;0.089247861;0.110373143;0.138628394;0.061205872;-0.080776726;0.010444269;-0.071133987;0.135049954;0.053974958;-0.164951107;0.226006076;-0.020542333;0.074460137;-0.074462667
13;0.030543579;0.044823694;-0.0209516;0.049998796;-0.031477739;0.029796354;-0.057013015;-0.000585672;-0.086569839;-0.012928301;-0.009560211;-0.025822191;-0.024071071;0.005255365;-0.116462976;0.001545695;-0.033897594;0.007165691;0.01911019;0.14540216;0.043136584;0.083446599;-0.010446337;0.224730884;0.079692275;0.009824801;-0.147532548;-0.000301364;-0.040985851;0.014305353;-0.119297248;-0.015147078;-0.011891632;-0.038573652;0.042712524;0.022060751;0.015287578;0.129302119;-0.009092479;-0.052629587;0.043114821;0.137774118;0.02447374;-0.020861441;0.016098178;-0.09720907;-0.073203813;-0.013688228;0.011089384;-0.020391561;0.075673269;0.090377764;-0.052498234;0.01313816;0.055548657;-0.021357464;-0.030748262;-0.08230266;0.008976319;0.013500667;-0.001772146;-0.01677604;-0.1224289;0.008263611;0.044011577;0.011768417;-0.006407174;0.034202742;0.118091733;0.020221655;0.129620771;0.038137552;0.030852113;0.166390766;-0.00361201;-0.024334012;0.153951177;-0.119548326;0.038368976;-0.012771071;0.018418456;0.057790063;0.014850559;-0.08500224;0.015976778;-0.070664207;-0.037391745;0.08046862;-0.069120039;-0.067772066;-0.012310003;0.041012328;-0.064949297;0.002068659;-0.068554722;0.016160924;0.031990146;0.007995471;0.013711763;0.025488234;0.022269955;0.022990603;-0.009006539;-0.040925198;-0.001992157;0.062870666;-0.03833275;0.014657151;-0.022825065;0.041674666;0.002696874;-0.026036613;-0.043082128;0.05259143;0.077520613;0.062261273;0.108866028;-0.024661883;-0.021057718;-0.030879328;-0.034296014;0.042617248;0.093159485;0.023424232;0.013789777;0.062599496;0.029159159;0.029643268;-0.000755406;-0.045225991;-0.043660538;-0.00078798;0.060608634;0.047419503;-0.070698769;0.067274258;0.072308412;0.05647314;0.005376498;0.058544363;0.016837999;-0.022719728;0.049277277;-0.033288664;0.006798117;0.06639594;0.046856197;0.053223791;0.025993894;-0.04131411;-0.024477038;-0.077369961;0.080709676;0.037379603;0.094475259;-0.063945374;0.026924099;0.085403712;0.052277869;-0.004314978;0.044100956;0.080642553;-0.013652401;-0.004475086;0.027765203;0.035674854;-0.014817129;0.018761312;-0.006374469;-0.024573005;-0.054771477;-0.001207347;-0.030388032;0.027401641;-0.002105654;0.024386936;-0.051744107;-0.03735401;-0.013877621;0.026127961;-0.081237247;0.162647871;-0.059878443;0.071071429;-0.016279444;-0.127951018;-0.013490807;-0.009123113;-0.023152365;0.033940105;0.015887415;0.135159471;-0.016403686;-0.053433257;0.046728606;0.078507877;0.020346655;-0.046492467;0.049337992;0.026431383;0.060558832;-0.0135894;0.035924599;-0.004618184;0.031758171;-0.104317283;-0.027539538;-0.058061291;0.066639075;0.025660322;0.003198595;0.026334475;0.067175518;0.036868391;-0.100803688;0.025028209;-0.006002618;-0.029641408;-0.009859139;0.033043335;-0.018290285;0.022835418;-0.027026264;-0.027143837;-0.046817963;0.000225353;0.048865854;0.090024776;0.060466537;-0.138777053;-0.008179892;-0.002035774;-0.096924758;-0.04350652;0.042135305;0.080276836;0.13336049;0.006373447;-0.061709118;0.024469565;0.019045895;-0.031994807;-0.026460333;-0.005452845;-0.032754596;0.061199847;0.045304249;-0.044630495;0.04034599;0.034591539;-0.04145421;0.030819545;0.014088886;-0.112704064;0.019312935;0.073043359;-0.017308815;-0.10613173;0.097193224;-0.052062466;-0.031261435;-0.036699396;0.024990719;0.01900756;0.064498163;0.041187644;0.013970161;-0.096010368;-0.024305155;0.081881615;0.142344871;-0.050283212;0.05967485;-0.029584288;0.008130479;-0.089450943;0.000533355;-0.086325943;0.037121042;-0.075164119;-0.195432078;-0.026155164;-0.001152465;0.035676141;-0.121006106;-0.056530095;-0.051644592;-0.031994208;0.042806823;0.028389834;0.000689769;-0.019503314;0.009126056;-0.08301708;-0.084669371;0.042178258;-0.023666885;0.077740836;0.114156341;-0.030164206;-0.024575136;-0.053508744;0.023780003;0.024946819;-0.039376919;0.051995411;-0.001120505
16;0.025294603;0.04309737;0.057879619;-0.001880876;0.003741111;0.076052345;-0.013724321;0.006313036;-0.002655676;0.013061889;0.003470935;0.08253974;-0.054989506;0.018064126;0.020713327;-0.014649174;0.134844451;-0.076853141;0.019200127;-0.00662549;-0.015005986;0.044665659;0.004995659;0.178248666;-0.066481312;-0.009592888;-0.077163983;0.013244261;0.024570211;-0.085293427;-0.021998368;-0.091547983;-0.023349134;0.01334736;-0.057914817;-0.055400544;-0.020310149;-0.091883153;0.00335241;-0.008104932;0.035858637;-0.012121028;0.114497327;-0.009021908;-0.087844577;-0.028548219;0.075178237;0.128513077;0.091336439;-0.138986891;0.133277675;0.025125953;0.024582383;0.004346449;-0.044800809;0.013593411;0.067323173;0.090515851;-0.046685076;-0.029910558;0.015105851;-0.089869862;-0.057286983;-0.15527628;0.008255677;0.110945352;0.012334949;-0.095894318;-0.029988072;0.07030939;0.025541475;0.054753711;-0.039371386;0.012966593;0.05874453;0.122678723;-0.021969411;-0.090979566;-0.076519168;0.048782239;0.004058403;0.156827503;0.075266531;-0.013070204;0.090565924;0.059778598;-2.78E-05;0.034732075;-0.042320469;-0.042746459;-0.133080814;0.021610447;-0.046844799;-0.003628285;0.054656382;0.01907426;-0.024686959;0.028863531;-0.010556512;0.029005985;-0.050662483;0.007948463;0.046096374;-0.000254603;0.012547032;0.08264135;0.044486231;0.045267018;0.009087423;0.017456534;0.013520923;0.009635137;-0.045651035;0.055798195;-0.08463086;-0.028709655;0.087884073;0.042033373;0.062955015;-0.063003735;0.018383642;-0.029984046;0.046092673;0.047239565;-0.045590128;0.056708858;-0.02610648;0.024124938;-0.036676508;0.059333792;-0.043807524;0.059496947;0.016502603;0.047419503;0.005512492;-0.015731339;0.023085488;0.090165477;0.03848638;0.021856547;0.025844785;-0.019592894;-0.129620752;-0.057205597;0.00444712;0.015696839;-0.03922537;-0.025021033;0.023317517;-0.063021486;-0.024654967;-0.041938194;-0.091812097;-0.097319951;0.068164749;0.061925442;0.023444716;0.095625863;-0.043569982;0.017802203;0.001348731;-0.013635291;-0.072840782;0.057965434;-0.006391283;0.105643701;0.001188626;-0.026206438;0.065494542;0.013665934;-0.038026745;-0.013854134;0.039819501;0.046625668;-0.102091489;0.043303527;-0.004337303;-0.086856003;0.090629034;0.000209965;-0.060365992;0.106926181;0.0025724;0.067142857;-0.01641065;0.124368573;-0.013930407;-0.124141616;-0.037816668;0.122544364;-0.066822988;0.056281736;-0.020373209;-0.03183132;-0.033466993;0.01012681;0.006991441;0.034060627;-0.118270567;-0.07424394;0.031422138;-0.007783039;0.012193202;-0.029016246;0.028873846;0.014844009;-0.029078111;0.003339623;-0.040986935;-0.018656535;0.026994158;0.014247974;0.005987031;0.00753943;-0.011245603;-0.004457053;0.007851816;0.071347842;0.00794279;0.023700614;0.022652777;-0.08457338;-0.019578776;-0.003966524;-0.025231202;-0.037521311;0.038612278;-0.040737012;0.081071908;-0.030839753;0.044170889;0.014295315;-0.05164024;0.075355064;0.013595421;-0.0246406;-0.025919637;-0.041185311;-0.033506002;-0.020501016;0.092504072;0.048633553;0.060531262;0.017772459;-0.028703943;0.062876087;0.03610747;0.002497444;0.00837262;-0.117796648;-0.013867044;-0.068063243;0.019684716;0.068467558;-0.031036697;-0.004069123;-0.020918728;-0.070487892;-0.080902594;0.052462504;-0.023075443;-0.020090227;0.007796166;-0.035900642;-0.128081365;0.054777317;0.013927656;0.094147686;0.032626328;0.04037415;0.023855348;-0.086103485;-0.024723518;0.130989256;-0.066402314;-0.026892749;-0.15685735;-0.116977269;-0.005248375;-0.093399603;-0.060042012;0.038874431;-0.094422598;-0.004893154;0.014334403;0.087708594;-0.126774116;-0.041976031;-0.190745381;0.148052834;0.015039962;-0.090835306;0.014161122;0.000304926;-0.004329542;0.059369479;-0.018133853;0.044125448;-0.064452954;-0.088871236;-0.011164899;0.08523867;-0.033125907;0.037984791;-0.026938985;-0.035863208;0.152151031
